title,author,year,doi,url,Inclusion/Exclusion criteria
Advanced Software Engineering,Ina SchieferdeckerTom Ritter,2019,10.1007/978-3-662-58134-6_21,http://link.springer.com/chapter/10.1007/978-3-662-58134-6_21,EC5
Advanced Software Engineering,Prof. Dr. Ina SchieferdeckerDr. Tom Ritter,2018,10.1007/978-3-662-55890-4_21,http://link.springer.com/chapter/10.1007/978-3-662-55890-4_21,EC5
Advanced Software Technology Paradigms and AI Deployment,Andriy LuntovskyyUlrich Winkler,2024,10.1007/978-3-031-66329-1_38,http://link.springer.com/chapter/10.1007/978-3-031-66329-1_38,EC5
Advanced Systems Engineering,Manfred BroyWolfgang BöhmBernhard Rumpe,2021,10.1007/978-3-030-62136-0_19,http://link.springer.com/chapter/10.1007/978-3-030-62136-0_19,EC5
Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices,Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali,2021,10.1007/978-3-030-79457-6,http://link.springer.com/book/10.1007/978-3-030-79457-6,EC5
Advances in Artificial Intelligence and Security,Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino,2022,10.1007/978-3-031-06761-7,http://link.springer.com/book/10.1007/978-3-031-06761-7,EC5
Advances in Computer Science for Engineering and Education VI,Zhengbing HuIvan DychkaMatthew He,2023,10.1007/978-3-031-36118-0,http://link.springer.com/book/10.1007/978-3-031-36118-0,EC5
"Advances in Computing, Informatics, Networking and Cybersecurity",Assoc. Prof. Petros NicopolitidisProf. Sudip MisraProf. Dr. Laurence T. YangDr. Bernard ZeiglerProf. Zhaolng Ning,2022,10.1007/978-3-030-87049-2,http://link.springer.com/book/10.1007/978-3-030-87049-2,EC5
Advances in Conceptual Modeling,Motoshi SaekiLeah WongJoão AraujoClara AyoraAnna BernasconiMatteo BuffaSilvana CastanoPeter FettkeHans-Georg FillAlberto García S.Miguel GoulãoCristine GriffoJin-Taek JungJulius KöpkeBeatriz MarínStefano MontanelliEdelweis RohrerJosé F. Reyes Román,2025,10.1007/978-3-031-75599-6,http://link.springer.com/book/10.1007/978-3-031-75599-6,EC5
"Advances in Design, Simulation and Manufacturing VI",Vitalii IvanovJustyna TrojanowskaIvan PavlenkoErwin RauchJán Piteľ,2023,10.1007/978-3-031-32767-4,http://link.springer.com/book/10.1007/978-3-031-32767-4,EC5
Advances in Information Systems Development,Alberto Rodrigues da SilvaMiguel Mira da SilvaJacinto EstimaChris BarryMichael LangHenry LingerChristoph Schneider,2024,10.1007/978-3-031-57189-3,http://link.springer.com/book/10.1007/978-3-031-57189-3,EC5
Advances in Information Systems Development,Dr. Emilio InsfranDr. Fernando GonzálezDr. Silvia AbrahãoDr. Marta FernándezDr. Chris BarryDr. Michael LangDr. Henry LingerDr. Christoph Schneider,2022,10.1007/978-3-030-95354-6,http://link.springer.com/book/10.1007/978-3-030-95354-6,EC5
"Advances in Information Systems, Artificial Intelligence and Knowledge  Management",Inès SaadCamille Rosenthal-SabrouxFaiez GargouriSalem ChakharNigel WilliamsElla Haig,2024,10.1007/978-3-031-51664-1,http://link.springer.com/book/10.1007/978-3-031-51664-1,EC5
Advances in Information and Communication,Kohei Arai,2021,10.1007/978-3-030-73100-7,http://link.springer.com/book/10.1007/978-3-030-73100-7,EC5
Advances in Information and Communication,Prof. Dr. Kohei Arai,2022,10.1007/978-3-030-98012-2,http://link.springer.com/book/10.1007/978-3-030-98012-2,EC5
Advances in Information and Communication,Kohei Arai,2024,10.1007/978-3-031-54053-0,http://link.springer.com/book/10.1007/978-3-031-54053-0,EC5
Advances in Information and Communication,Kohei Arai,2023,10.1007/978-3-031-28073-3,http://link.springer.com/book/10.1007/978-3-031-28073-3,EC5
"Advances in Information, Communication and Cybersecurity",Prof. Yassine MalehMamoun AlazabProf. Noreddine GherabiLo’ai TawalbehProf. Ahmed A. Abd El-Latif,2022,10.1007/978-3-030-91738-8,http://link.springer.com/book/10.1007/978-3-030-91738-8,EC5
Advances in Intelligent Networking and Collaborative Systems,Leonard Barolli,2023,10.1007/978-3-031-40971-4,http://link.springer.com/book/10.1007/978-3-031-40971-4,EC5
Advances in Intelligent System and Smart Technologies,Noredine GherabiAli Ismail AwadAnand NayyarMohamed Bahaj,2024,10.1007/978-3-031-47672-3,http://link.springer.com/book/10.1007/978-3-031-47672-3,EC5
"Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery",Ning XiongMaozhen LiKenli LiZheng XiaoLonglong LiaoLipo Wang,2023,10.1007/978-3-031-20738-9,http://link.springer.com/book/10.1007/978-3-031-20738-9,EC5
Advances in Performance Management and Measurement for Industrial Applications and Emerging Domains,Massimiliano Maria SchiraldiFilippo De CarloMarcello Fera,2024,10.1007/978-3-031-59930-9,http://link.springer.com/book/10.1007/978-3-031-59930-9,EC5
Advances in Production,Anna BurdukAndre BatakoJosé MachadoRyszard WyczółkowskiKatarzyna AntoszArkadiusz Gola,2023,10.1007/978-3-031-45021-1,http://link.springer.com/book/10.1007/978-3-031-45021-1,EC5
Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems,Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero,2021,10.1007/978-3-030-85874-2,http://link.springer.com/book/10.1007/978-3-030-85874-2,EC5
Advances in Production Management Systems. Production Management for the Factory of the Future,Farhad AmeriProf. Kathryn E. SteckeGregor von CieminskiDimitris Kiritsis,2019,10.1007/978-3-030-30000-5,http://link.springer.com/book/10.1007/978-3-030-30000-5,EC5
"Advances in Software Engineering, Education, and e-Learning",Prof. Hamid R. ArabniaLeonidas DeligiannidisFernando G. TinettiQuoc-Nam Tran,2021,10.1007/978-3-030-70873-3,http://link.springer.com/book/10.1007/978-3-030-70873-3,EC5
Advances in Systems Engineering,Henry SelvarajGrzegorz ChmajDawid Zydek,2023,10.1007/978-3-031-40579-2,http://link.springer.com/book/10.1007/978-3-031-40579-2,EC5
Advances on Intelligent Computing and Data Science,Faisal SaeedFathey MohammedErrais MohammedTawfik Al-HadhramiMohammed Al-Sarem,2023,10.1007/978-3-031-36258-3,http://link.springer.com/book/10.1007/978-3-031-36258-3,EC5
"Advances on P2P, Parallel, Grid, Cloud and Internet Computing",Leonard BarolliPeter HellinckxJuggapong Natwichai,2020,10.1007/978-3-030-33509-0,http://link.springer.com/book/10.1007/978-3-030-33509-0,EC5
Agile Business Engineering: From Transformation Towards ContinuousInnovation,Barbara SteffenFalk HowarTim TegelerBernhard Steffen,2021,10.1007/978-3-030-89159-6_6,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_6,EC1
Agile Processes in Software Engineering and Extreme Programming,Juan GarbajosaXiaofeng WangAdemar Aguiar,2018,10.1007/978-3-319-91602-6,http://link.springer.com/book/10.1007/978-3-319-91602-6,EC5
Agile Processes in Software Engineering and Extreme Programming,Christoph J. StettinaJuan GarbajosaPhilippe Kruchten,2023,10.1007/978-3-031-33976-9,http://link.springer.com/book/10.1007/978-3-031-33976-9,EC5
Agile Processes in Software Engineering and Extreme Programming – Workshops,Peggy GregoryDr. Philippe Kruchten,2021,10.1007/978-3-030-88583-0,http://link.springer.com/book/10.1007/978-3-030-88583-0,EC5
Agile Software Engineering Skills,Julian Michael Bass,2023,10.1007/978-3-031-05469-3,http://link.springer.com/book/10.1007/978-3-031-05469-3,EC5
Agile Usage in Embedded Software Development in Safety Critical Domain–A Systematic Review,Surafel DemissieFrank KeenanÖzden Özcan-TopFergal McCaffery,2018,10.1007/978-3-030-00623-5_22,http://link.springer.com/chapter/10.1007/978-3-030-00623-5_22,EC5
Agile in the Context of Manufacturing SMEs,Angelina IakovetsMichal BalogKamil Židek,2023,10.1007/978-3-031-32767-4_13,http://link.springer.com/chapter/10.1007/978-3-031-32767-4_13,EC5
Agile objektorientierte Anforderungsanalyse,Hansruedi Tremp,2022,10.1007/978-3-658-37194-4,http://link.springer.com/book/10.1007/978-3-658-37194-4,EC5
Agiles Controlling,Christoph Feichtinger,2023,10.1007/978-3-658-40772-8,http://link.springer.com/book/10.1007/978-3-658-40772-8,EC5
AjiL: enabling model-driven microservice development,"Sorgalla, Jonas and Wizenty, Philip and Rademacher, Florian and Sachweh, Sabine and Z\""{u}ndorf, Albert",2018,10.1145/3241403.3241406,https://doi.org/10.1145/3241403.3241406,EC1
"Aligned, Purpose-Driven Cooperation: The Future Way of System Development",Philip ZweihoffTim TegelerJonas SchürmannAlexander BainczykBernhard Steffen,2021,10.1007/978-3-030-89159-6_27,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_27,EC1
Always-On Business,Nijaz BajgorićLejla TuruljaAmra Alagić,2022,10.1007/978-3-030-93959-5,http://link.springer.com/book/10.1007/978-3-030-93959-5,EC5
An Actuation Conflicts Management Flow for Smart IoT-based Systems,"Rocher, Gérald and Gonnin, Thibaut and Dechavanne, Franck and Lavirotte, Stéphane and Tigli, Jean-Yves and Capocchi, Laurent and Santucci, Jean-François",2020,10.1109/IOTSMS52051.2020.9340196,,EC1
An Approach for Development of Reusable Function Library for Automation of Continuous Processes,Arturs Bartusevics and Leonids Novickis and Andrejs Lesovskis,2017,https://doi.org/10.1016/j.procs.2017.01.082,https://www.sciencedirect.com/science/article/pii/S1877050917300832,EC1
An Improved Assessing Requirements Quality with ML Methods,"Hauser, Serda and Müller–Schmeer, Stephan and Franczyk, Bogdan and Radomski, Sabine",2022,10.1109/CICN56167.2022.10008381,,EC1
An Infrastructure Modelling Tool for Cloud Provisioning,"Sandobalin, Julio and Insfran, Emilio and Abrahao, Silvia",2017,10.1109/SCC.2017.52,,EC1
An Introduction to Graphical Modeling of CI/CD Workflows with Rig,Tim TegelerSebastian TeumertJonas SchürmannAlexander BainczykDaniel BuschBernhard Steffen,2021,10.1007/978-3-030-89159-6_1,http://link.springer.com/chapter/10.1007/978-3-030-89159-6_1,EC1
CloudMF: Model-Driven Management of Multi-Cloud Applications,"Ferry, Nicolas and Chauvel, Franck and Song, Hui and Rossini, Alessandro and Lushpenko, Maksym and Solberg, Arnor",2018,10.1145/3125621,https://doi.org/10.1145/3125621,IC1
An approach to build consistent software architecture diagrams using devops system descriptors,"Nicacio, Jalves and Petrillo, Fabio",2022,10.1145/3550356.3561567,https://doi.org/10.1145/3550356.3561567,EC1
Model Driven Deployment of Auto-Scaling Services on Multiple Clouds,"Alipour, Hanieh and Liu, Yan",2018,10.1109/ICSA-C.2018.00033,,IC1
An empirical study of the characteristics of popular Minecraft mods,Daniel LeeGopi Krishnan RajbahadurDayi LinMohammed SayaghCor-Paul BezemerAhmed E. Hassan,2020,10.1007/s10664-020-09840-9,http://link.springer.com/article/10.1007/s10664-020-09840-9,EC1
An empirical study on visual programming docker compose configurations,"Piedade, Bruno and Dias, Jo\~{a}o Pedro and Correia, Filipe F.",2020,10.1145/3417990.3420194,https://doi.org/10.1145/3417990.3420194,EC1
An end-to-end model-based approach to support big data analytics development,Hourieh Khalajzadeh and Andrew J. Simmons and Mohamed Abdelrazek and John Grundy and John Hosking and Qiang He,2020,https://doi.org/10.1016/j.cola.2020.100964,https://www.sciencedirect.com/science/article/pii/S2590118420300241,EC1
An integrated socio-technical enterprise modelling: A scenario of healthcare system analysis and design,Amjad Fayoumi and Richard Williams,2021,https://doi.org/10.1016/j.jii.2021.100221,https://www.sciencedirect.com/science/article/pii/S2452414X21000212,EC1
UML-driven automated software deployment,"Rivera, Luis F. and Villegas, Norha M. and Tamura, Gabriel and Jim\'{e}nez, Miguel and M\""{u}ller, Hausi A.",2018,,,IC1
An overview of platforms for cloud based development,G. FylaktopoulosG. GoumasM. SkolarikisA. SotiropoulosI. Maglogiannis,2016,10.1186/s40064-016-1688-5,http://link.springer.com/article/10.1186/s40064-016-1688-5,EC1
"Analysis, Verification and Transformation for Declarative Programming and Intelligent Systems",Pedro Lopez-GarciaJohn P. GallagherRoberto Giacobazzi,2023,10.1007/978-3-031-31476-6,http://link.springer.com/book/10.1007/978-3-031-31476-6,EC1
Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,"Robertson, Samantha and Wang, Zijie J. and Moritz, Dominik and Kery, Mary Beth and Hohman, Fred",2023,10.1145/3544548.3580790,https://doi.org/10.1145/3544548.3580790,EC1
Application Software in Cloud-Ready Data Centers: A Survey,Johannes HintschAteeq KhanAndré SieglingKlaus Turowski,2017,10.1007/978-3-319-65082-1_12,http://link.springer.com/chapter/10.1007/978-3-319-65082-1_12,EC1
Application of Intelligent Systems in Multi-modal Information Analytics,Prof. Vijayan SugumaranDr. A. G. SreedeviDr. Zheng Xu,2022,10.1007/978-3-031-05237-8,http://link.springer.com/book/10.1007/978-3-031-05237-8,EC1
Application of Scrum Maturity Model in SoftDesign Company,Raone CostaRaphael RodriguesAlessandra Costa Smolenaars Dutra,2017,10.1007/978-3-319-55907-0_4,http://link.springer.com/chapter/10.1007/978-3-319-55907-0_4,EC1
Applied Computing for Software and Smart Systems,Rituparna ChakiNabendu ChakiAgostino CortesiKhalid Saeed,2023,10.1007/978-981-99-7783-3,http://link.springer.com/book/10.1007/978-981-99-7783-3,EC5
Applied Cryptography and Network Security Workshops,Jianying ZhouSridhar AdepuCristina AlcarazLejla BatinaEmiliano CasalicchioSudipta ChattopadhyayChenglu JinJingqiang LinEleonora LosioukSuryadipta MajumdarWeizhi MengStjepan PicekJun ShaoChunhua SuCong WangYury ZhauniarovichSaman Zonouz,2022,10.1007/978-3-031-16815-4,http://link.springer.com/book/10.1007/978-3-031-16815-4,EC5
Applied Data Science in Tourism,Prof. Dr. Roman Egger,2022,10.1007/978-3-030-88389-8,http://link.springer.com/book/10.1007/978-3-030-88389-8,EC5
Applied Informatics,Hector FlorezHernán Astudillo,2025,10.1007/978-3-031-75144-8,http://link.springer.com/book/10.1007/978-3-031-75144-8,EC5
Applied Informatics,Hector FlorezMarcelo Leon,2024,10.1007/978-3-031-46813-1,http://link.springer.com/book/10.1007/978-3-031-46813-1,EC5
Applied and Computational Mathematics,Dieky AdzkiyaKistosil Fahim,2024,10.1007/978-981-97-2136-8,http://link.springer.com/book/10.1007/978-981-97-2136-8,EC5
Apply Data Science,Thomas BartonChristian Müller,2023,10.1007/978-3-658-38798-3,http://link.springer.com/book/10.1007/978-3-658-38798-3,EC5
Applying Inter-Rater Reliability and Agreement in collaborative Grounded Theory studies in software engineering,Jessica Díaz and Jorge Pérez and Carolina Gallardo and Ángel González-Prieto,2023,https://doi.org/10.1016/j.jss.2022.111520,https://www.sciencedirect.com/science/article/pii/S0164121222001960,EC1
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations,Jonas SorgallaPhilip WizentyFlorian RademacherSabine SachwehAlbert Zündorf,2021,10.1007/s42979-021-00825-z,http://link.springer.com/article/10.1007/s42979-021-00825-z,EC1
"Applying model-driven engineering to high-performance computing: Experience report, lessons learned, and remaining challenges",Benoît Lelandais and Marie-Pierre Oudot and Benoît Combemale,2019,https://doi.org/10.1016/j.cola.2019.100919,https://www.sciencedirect.com/science/article/pii/S2590118419300425,EC1
Approaches to the Evolution of SOA Systems,Norman WildeBilal GonenEman El-SheikhAlfred Zimmermann,2016,10.1007/978-3-319-40564-3_2,http://link.springer.com/chapter/10.1007/978-3-319-40564-3_2,EC1
ArchiMate as a Specification Language for Big Data Applications - DataBio Example,Andrey SadovykhAlessandra BagnatoArne J. BerreStale Walderhaug,2020,10.1007/978-3-030-39306-9_14,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_14,EC1
Architecting a Modern Data Warehouse for Large Enterprises,Anjani KumarAbhishek MishraSanjeev Kumar,2024,10.1007/979-8-8688-0029-0,http://link.springer.com/book/10.1007/979-8-8688-0029-0,EC1
Architecting dynamic cyber-physical spaces,Christos TsigkanosTimo KehrerCarlo Ghezzi,2016,10.1007/s00607-016-0509-6,http://link.springer.com/article/10.1007/s00607-016-0509-6,EC1
Architecting the Digital Transformation,Prof. Alfred ZimmermannProf. Dr. Rainer SchmidtProf. Dr. Lakhmi C. Jain,2021,10.1007/978-3-030-49640-1,http://link.springer.com/book/10.1007/978-3-030-49640-1,EC1
Architecting with microservices: A systematic mapping study,Paolo {Di Francesco} and Patricia Lago and Ivano Malavolta,2019,https://doi.org/10.1016/j.jss.2019.01.001,https://www.sciencedirect.com/science/article/pii/S0164121219300019,EC1
Architectural Design Space for Modelling and Simulation as a Service: A Review,Mojtaba Shahin and M. Ali Babar and Muhammad Aufeef Chauhan,2020,https://doi.org/10.1016/j.jss.2020.110752,https://www.sciencedirect.com/science/article/pii/S0164121220301746,EC1
