Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-64755-0","Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2024","http://link.springer.com/book/10.1007/978-3-031-64755-0","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-57327-9","Daniel MendezAna Moreira","2024","http://link.springer.com/book/10.1007/978-3-031-57327-9","Book"
"Advanced Intelligent Systems for Sustainable Development (AI2SD’2020)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-90639-9","Janusz KacprzykDr. Valentina E. BalasProf. Mostafa Ezziyyani","2022","http://link.springer.com/book/10.1007/978-3-030-90639-9","Book"
"Data Analytics and Computational Intelligence: Novel Models, Algorithms and Applications","Studies in Big Data","","","","10.1007/978-3-031-38325-0","Gilberto RiveraLaura Cruz-ReyesBernabé DorronsoroAlejandro Rosete","2023","http://link.springer.com/book/10.1007/978-3-031-38325-0","Book"
"Enterprise Interoperability X","Proceedings of the I-ESA Conferences","","","","10.1007/978-3-031-24771-2","Raúl Rodríguez-RodríguezYves DucqRamona-Diana LeonDavid Romero","2024","http://link.springer.com/book/10.1007/978-3-031-24771-2","Book"
"Engineering Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-97457-2","Natasha AlechinaMatteo BaldoniBrian Logan","2022","http://link.springer.com/book/10.1007/978-3-030-97457-2","Book"
"Agile Software Engineering Skills","","","","","10.1007/978-3-031-05469-3","Julian Michael Bass","2023","http://link.springer.com/book/10.1007/978-3-031-05469-3","Book"
"Applied Informatics","Communications in Computer and Information Science","","","","10.1007/978-3-031-75144-8","Hector FlorezHernán Astudillo","2025","http://link.springer.com/book/10.1007/978-3-031-75144-8","Book"
"A knowledge-driven approach for designing data analytics platforms","Requirements Engineering","","28","2","10.1007/s00766-022-00385-5","Madhushi BandaraFethi A. RabhiMuneera Bano","2023","http://link.springer.com/article/10.1007/s00766-022-00385-5","Article"
"Leveraging Applications of Formal Methods, Verification and Validation. Adaptation and Learning","Lecture Notes in Computer Science","","","","10.1007/978-3-031-19759-8","Tiziana MargariaBernhard Steffen","2022","http://link.springer.com/book/10.1007/978-3-031-19759-8","Book"
"Enterprise Design, Operations, and Computing. EDOC 2023 Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-54712-6","Tiago Prince SalesSybren de KinderenHenderik A. ProperLuise PufahlDimka KarastoyanovaMarten van Sinderen","2024","http://link.springer.com/book/10.1007/978-3-031-54712-6","Book"
"Computational Science and Its Applications – ICCSA 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10522-7","Prof. Dr. Osvaldo GervasiBeniamino MurganteEligius M. T. HendrixDavid TaniarProf. Bernady O. Apduhan","2022","http://link.springer.com/book/10.1007/978-3-031-10522-7","Book"
"Delivery and Automation Pipeline in Machine Learning","Machine Learning for Oracle Database Professionals","","","","10.1007/978-1-4842-7032-5_8","Heli HelskyahoJean YuKai Yu","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7032-5_8","Chapter"
"Ernst Denert Award for Software Engineering 2020","","","","","10.1007/978-3-030-83128-8","Prof. Dr. Michael FeldererProf. Dr. Wilhelm HasselbringHeiko KoziolekProf. Dr. Florian MatthesProf. Dr. Lutz PrecheltProf. Dr. Ralf ReussnerProf. Dr. Bernhard RumpeProf. Dr. Ina Schaefer","2022","http://link.springer.com/book/10.1007/978-3-030-83128-8","Book"
"Software Business","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-20706-8","Noel CarrollAnh Nguyen-DucXiaofeng WangViktoria Stray","2022","http://link.springer.com/book/10.1007/978-3-031-20706-8","Book"
"CyberSecurity in a DevOps Environment","","","","","10.1007/978-3-031-42212-6","Andrey SadovykhDragos TruscanWissam MallouliAna Rosa CavalliCristina SeceleanuAlessandra Bagnato","2024","http://link.springer.com/book/10.1007/978-3-031-42212-6","Book"
"ITNG 2022 19th International Conference on Information Technology-New Generations","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-97652-1","Dr. Shahram Latifi","2022","http://link.springer.com/book/10.1007/978-3-030-97652-1","Book"
"Coordination Models and Languages","Lecture Notes in Computer Science","","","","10.1007/978-3-031-08143-9","Maurice H. ter BeekMarjan Sirjani","2022","http://link.springer.com/book/10.1007/978-3-031-08143-9","Book"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-98012-2","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-98012-2","Book"
"Modeling languages in Industry 4.0: an extended systematic mapping study","Software and Systems Modeling","","19","1","10.1007/s10270-019-00757-6","Andreas WortmannOlivier BaraisBenoit CombemaleManuel Wimmer","2020","http://link.springer.com/article/10.1007/s10270-019-00757-6","Article"
"Information and Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-031-16302-9","Audrius LopataDaina GudonienėRita Butkienė","2022","http://link.springer.com/book/10.1007/978-3-031-16302-9","Book"
"Introduction","Model-Driven Development and Operation of Multi-Cloud Applications","","","","10.1007/978-3-319-46031-4_1","Elisabetta Di NittoDana Petcu","2017","http://link.springer.com/chapter/10.1007/978-3-319-46031-4_1","Chapter"
"Quality of Information and Communications Technology","Communications in Computer and Information Science","","","","10.1007/978-3-031-70245-7","Antonia BertolinoJoão Pascoal FariaPatricia LagoLaura Semini","2024","http://link.springer.com/book/10.1007/978-3-031-70245-7","Book"
"Computer Security. ESORICS 2022 International Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-25460-4","Sokratis KatsikasFrédéric CuppensChristos KalloniatisJohn MylopoulosFrank PallasJörg PohleM. Angela SasseHabtamu AbieSilvio RaniseLuca VerderameEnrico CambiasoJorge Maestre VidalMarco Antonio Sotelo MongeMassimiliano AlbaneseBasel KattSandeep PirbhulalAnkur Shukla","2023","http://link.springer.com/book/10.1007/978-3-031-25460-4","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-030-98464-9","Vincenzo GervasiAndreas Vogelsang","2022","http://link.springer.com/book/10.1007/978-3-030-98464-9","Book"
"Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17995-2","Jolita RalytéSharma ChakravarthyMukesh MohaniaManfred A. JeusfeldKamalakar Karlapalem","2022","http://link.springer.com/book/10.1007/978-3-031-17995-2","Book"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8052-6","Prof. Jason C. HungNeil Y. YenDr. Jia-Wei Chang","2022","http://link.springer.com/book/10.1007/978-981-16-8052-6","Book"
"On the Move to Meaningful Internet Systems: OTM 2019 Conferences","Lecture Notes in Computer Science","","","","10.1007/978-3-030-33246-4","Hervé PanettoChristophe DebruyneMartin HeppDave LewisDr. Claudio Agostino ArdagnaRobert Meersman","2019","http://link.springer.com/book/10.1007/978-3-030-33246-4","Book"
"Introducing Blockchain Applications","","","","","10.1007/978-1-4842-7480-4","Joseph Thachil George","2022","http://link.springer.com/book/10.1007/978-1-4842-7480-4","Book"
"International Conference on Advanced Intelligent Systems for Sustainable Development","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-26384-2","Janusz KacprzykMostafa EzziyyaniValentina Emilia Balas","2023","http://link.springer.com/book/10.1007/978-3-031-26384-2","Book"
"Software Quality as a Foundation for Security","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-56281-5","Peter BludauRudolf RamlerDietmar WinklerJohannes Bergsmann","2024","http://link.springer.com/book/10.1007/978-3-031-56281-5","Book"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-031-42592-9","Bedir TekinerdoganCatia TrubianiChouki TibermacinePatrizia ScandurraCarlos E. Cuesta","2023","http://link.springer.com/book/10.1007/978-3-031-42592-9","Book"
"Disruptive Information Technologies for a Smart Society","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-71419-1","Miroslav TrajanovićNenad FilipovićMilan Zdravković","2024","http://link.springer.com/book/10.1007/978-3-031-71419-1","Book"
"Agile Processes in Software Engineering and Extreme Programming – Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-88583-0","Peggy GregoryDr. Philippe Kruchten","2021","http://link.springer.com/book/10.1007/978-3-030-88583-0","Book"
"Reference Architectures for Critical Domains","","","","","10.1007/978-3-031-16957-1","Elisa Yumi NakagawaPablo Oliveira Antonino","2023","http://link.springer.com/book/10.1007/978-3-031-16957-1","Book"
"Advanced Information Systems Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-21290-2","Paolo GiorginiBarbara Weber","2019","http://link.springer.com/book/10.1007/978-3-030-21290-2","Book"
"Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-74296-6","Ph.D. Marco BrambillaProf. Richard ChbeirFlavius FrasincarDr. Ioana Manolescu","2021","http://link.springer.com/book/10.1007/978-3-030-74296-6","Book"
"Advances in Information Systems, Artificial Intelligence and Knowledge  Management","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-51664-1","Inès SaadCamille Rosenthal-SabrouxFaiez GargouriSalem ChakharNigel WilliamsElla Haig","2024","http://link.springer.com/book/10.1007/978-3-031-51664-1","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-030-03673-7","Dr. Marco KuhrmannProf. Dr. Kurt SchneiderDietmar PfahlSousuke AmasakiMarcus CiolkowskiProf. Dr. Regina HebigDr. Paolo TellJil KlünderSteffen Küpper","2018","http://link.springer.com/book/10.1007/978-3-030-03673-7","Book"
"Service-Oriented Computing  – ICSOC 2020 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-030-76352-7","Hakim HacidFatma OutayHye-young PaikAmira AlloumMarinella PetrocchiMohamed Reda BouadjenekDr. Amin BeheshtiXumin LiuAbderrahmane Maaradji","2021","http://link.springer.com/book/10.1007/978-3-030-76352-7","Book"
"Microsoft Power Platform","Beginning Microsoft Dataverse","","","","10.1007/978-1-4842-9334-8_1","Brian Hodel","2023","http://link.springer.com/chapter/10.1007/978-1-4842-9334-8_1","Chapter"
"Computer Supported Education","Communications in Computer and Information Science","","","","10.1007/978-3-031-14756-2","Beno CsapóJames Uhomoibhi","2022","http://link.springer.com/book/10.1007/978-3-031-14756-2","Book"
"The Engineering of Digital Twins","","","","","10.1007/978-3-031-66719-0","John FitzgeraldCláudio GomesPeter Gorm Larsen","2024","http://link.springer.com/book/10.1007/978-3-031-66719-0","Book"
"Modelling in low-code development: a multi-vocal systematic review","Software and Systems Modeling","","21","5","10.1007/s10270-021-00964-0","Alessio BucaioniAntonio CicchettiFederico Ciccozzi","2022","http://link.springer.com/article/10.1007/s10270-021-00964-0","Article"
"Optimising the Software Development Process with Artificial Intelligence","Natural Computing Series","","","","10.1007/978-981-19-9948-2","José Raúl RomeroInmaculada Medina-BuloFrancisco Chicano","2023","http://link.springer.com/book/10.1007/978-981-19-9948-2","Book"
"Internet of Production","Interdisciplinary Excellence Accelerator Series","","","","10.1007/978-3-031-44497-5","Christian BrecherGünther SchuhWil van der AalstMatthias JarkeFrank T. PillerMelanie Padberg","2024","http://link.springer.com/book/10.1007/978-3-031-44497-5","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-031-42307-9","Murat YilmazPaul ClarkeAndreas RielRichard Messnarz","2023","http://link.springer.com/book/10.1007/978-3-031-42307-9","Book"
"Service-Oriented Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-20984-0","Javier TroyaBrahim MedjahedMario PiattiniLina YaoPablo FernándezAntonio Ruiz-Cortés","2022","http://link.springer.com/book/10.1007/978-3-031-20984-0","Book"
"Architecting a Modern Data Warehouse for Large Enterprises","","","","","10.1007/979-8-8688-0029-0","Anjani KumarAbhishek MishraSanjeev Kumar","2024","http://link.springer.com/book/10.1007/979-8-8688-0029-0","Book"
"Accelerating Digital Transformation","","","","","10.1007/978-3-031-10873-0","Jan BoschJan CarlsonHelena Holmström OlssonKristian SandahlMiroslaw Staron","2022","http://link.springer.com/book/10.1007/978-3-031-10873-0","Book"
"Reference Architectures for Automotive Software","Reference Architectures for Critical Domains","","","","10.1007/978-3-031-16957-1_5","Thomas BauerDonald BarkowskiAdam BachorekAndreas Morgenstern","2023","http://link.springer.com/chapter/10.1007/978-3-031-16957-1_5","Chapter"
"The Data Lakehouse Paradigm","The Azure Data Lakehouse Toolkit","","","","10.1007/978-1-4842-8233-5_1","Ron L’Esteve","2022","http://link.springer.com/chapter/10.1007/978-1-4842-8233-5_1","Chapter"
"Advanced Information Systems Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79382-1","Marcello La RosaShazia SadiqProf. Ernest Teniente","2021","http://link.springer.com/book/10.1007/978-3-030-79382-1","Book"
"Perspectives in Business Informatics Research","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-71333-0","Václav ŘepaRaimundas MatulevičiusEmanuele Laurenzi","2024","http://link.springer.com/book/10.1007/978-3-031-71333-0","Book"
"New Trends in Database and Information Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-42941-5","Alberto AbellóPanos VassiliadisOscar RomeroRobert WrembelFrancesca BugiottiJohann GamperGenoveva Vargas SolarEster Zumpano","2023","http://link.springer.com/book/10.1007/978-3-031-42941-5","Book"
"Innovations in Smart Cities Applications Volume 6","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-26852-6","Mohamed Ben AhmedAnouar Abdelhakim BoudhirDomingos SantosRogerio DionisioNabil Benaya","2023","http://link.springer.com/book/10.1007/978-3-031-26852-6","Book"
"Designing Data Spaces","","","","","10.1007/978-3-030-93975-5","Prof. Dr. Boris OttoProf. Dr. Michael ten HompelProf. Dr. Stefan Wrobel","2022","http://link.springer.com/book/10.1007/978-3-030-93975-5","Book"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86044-8","Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns","2021","http://link.springer.com/book/10.1007/978-3-030-86044-8","Book"
